sysbench 1.0.18 (using system LuaJIT 2.1.0-beta3)

Running the test with following options:
Number of threads: 32
Report intermediate results every 1 second(s)
Initializing random number generator from current time


Extra file open flags: directio
25 files, 4GiB each
100GiB total file size
Block size 16KiB
Number of IO requests: 0
Read/Write ratio for combined random IO test: 1.50
Using asynchronous I/O mode
Doing random r/w test
Initializing worker threads...

Threads started!

[ 153s ] reads: 46.91 MiB/s writes: 238.44 MiB/s fsyncs: 0.00/s latency (ms,95%): 7.985
[ 154s ] reads: 607.38 MiB/s writes: 232.99 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.075
[ 155s ] reads: 200.93 MiB/s writes: 306.67 MiB/s fsyncs: 0.00/s latency (ms,95%): 5.470
[ 156s ] reads: 476.23 MiB/s writes: 157.87 MiB/s fsyncs: 0.00/s latency (ms,95%): 4.407
[ 157s ] reads: 489.86 MiB/s writes: 302.73 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.304
[ 158s ] reads: 132.29 MiB/s writes: 216.21 MiB/s fsyncs: 0.00/s latency (ms,95%): 6.913
[ 159s ] reads: 530.12 MiB/s writes: 245.96 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.551
[ 160s ] reads: 384.43 MiB/s writes: 264.78 MiB/s fsyncs: 0.00/s latency (ms,95%): 4.252
[ 161s ] reads: 416.35 MiB/s writes: 296.92 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.488
[ 162s ] reads: 236.13 MiB/s writes: 112.51 MiB/s fsyncs: 0.00/s latency (ms,95%): 7.430
[ 163s ] reads: 515.82 MiB/s writes: 339.96 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.075
[ 164s ] reads: 120.29 MiB/s writes: 180.82 MiB/s fsyncs: 0.00/s latency (ms,95%): 8.277
[ 165s ] reads: 606.21 MiB/s writes: 296.07 MiB/s fsyncs: 0.00/s latency (ms,95%): 2.810
[ 166s ] reads: 227.08 MiB/s writes: 311.90 MiB/s fsyncs: 0.00/s latency (ms,95%): 5.090
[ 167s ] reads: 316.97 MiB/s writes: 94.92 MiB/s fsyncs: 0.00/s latency (ms,95%): 4.999
[ 168s ] reads: 361.90 MiB/s writes: 255.89 MiB/s fsyncs: 0.00/s latency (ms,95%): 2.662
[ 169s ] reads: 168.34 MiB/s writes: 69.13 MiB/s fsyncs: 0.00/s latency (ms,95%): 8.130
[ 170s ] reads: 536.46 MiB/s writes: 351.08 MiB/s fsyncs: 0.00/s latency (ms,95%): 2.966
[ 171s ] reads: 156.86 MiB/s writes: 144.53 MiB/s fsyncs: 0.00/s latency (ms,95%): 7.985
[ 172s ] reads: 571.86 MiB/s writes: 330.17 MiB/s fsyncs: 0.00/s latency (ms,95%): 2.810
[ 173s ] reads: 100.94 MiB/s writes: 105.13 MiB/s fsyncs: 0.00/s latency (ms,95%): 8.277
[ 174s ] reads: 633.53 MiB/s writes: 363.76 MiB/s fsyncs: 0.00/s latency (ms,95%): 2.861
[ 175s ] reads: 115.77 MiB/s writes: 295.36 MiB/s fsyncs: 0.00/s latency (ms,95%): 7.039
[ 176s ] reads: 512.37 MiB/s writes: 169.80 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.551
[ 177s ] reads: 487.16 MiB/s writes: 305.72 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.364
[ 178s ] reads: 97.70 MiB/s writes: 123.96 MiB/s fsyncs: 0.00/s latency (ms,95%): 9.560
[ 179s ] reads: 620.97 MiB/s writes: 346.60 MiB/s fsyncs: 0.00/s latency (ms,95%): 2.861
[ 180s ] reads: 155.87 MiB/s writes: 319.33 MiB/s fsyncs: 0.00/s latency (ms,95%): 5.671
[ 181s ] reads: 493.58 MiB/s writes: 125.16 MiB/s fsyncs: 0.00/s latency (ms,95%): 4.407
[ 182s ] reads: 370.33 MiB/s writes: 357.94 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.304
[ 183s ] reads: 318.22 MiB/s writes: 109.93 MiB/s fsyncs: 0.00/s latency (ms,95%): 6.205
[ 184s ] reads: 482.23 MiB/s writes: 325.59 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.020
[ 185s ] reads: 204.39 MiB/s writes: 112.24 MiB/s fsyncs: 0.00/s latency (ms,95%): 7.842
[ 186s ] reads: 537.51 MiB/s writes: 381.03 MiB/s fsyncs: 0.00/s latency (ms,95%): 2.861
[ 187s ] reads: 163.31 MiB/s writes: 137.75 MiB/s fsyncs: 0.00/s latency (ms,95%): 7.842
[ 188s ] reads: 541.20 MiB/s writes: 298.71 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.020
[ 189s ] reads: 159.08 MiB/s writes: 348.02 MiB/s fsyncs: 0.00/s latency (ms,95%): 5.470
[ 190s ] reads: 447.36 MiB/s writes: 92.21 MiB/s fsyncs: 0.00/s latency (ms,95%): 4.999
[ 191s ] reads: 511.88 MiB/s writes: 344.22 MiB/s fsyncs: 0.00/s latency (ms,95%): 2.966
[ 192s ] reads: 191.61 MiB/s writes: 109.02 MiB/s fsyncs: 0.00/s latency (ms,95%): 7.702
